Company number, Job Title, Industry, Main Company Interest, Country,Country Region,Channel Group (Inbound),Device Category, Num of Employees, Signup Timestamp Date, Conversion to Mql Timestamp Date, First Demo Date Date, Conversion to Paid Timestamp Date, Arr At Conversion
2087,ADMIN,staffing,scheduling,New Zealand,APAC,cpc-Bingpaid,PC,20,07/06/2024,,12/06/2024,,
2088,HR Director,other,general,Cameroon,Africa,organic,PC,750,07/06/2024,,,,
2089,Store Manager,retail,schedule,Canada,NorthAmerica,mobile,Mobile,20,07/06/2024,,,,
2090,Register,other,timeClock,United States of America,NorthAmerica,,Mobile,40,07/06/2024,,,,
2091,Officer,security,general,United States of America,NorthAmerica,mobile,Mobile,75,07/06/2024,,,,
2092,Lead Supervisor,retail,general,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,,,,
2093,Administrator,cleaning,timeTracking,United States of America,NorthAmerica,organic,PC,20,07/06/2024,,,,
2094,Director,foodBeverages,general,United Kingdom,Europe,mobile,Mobile,20,07/06/2024,,,,
2095,Security,security,"timeClock,schedule",United States of America,NorthAmerica,direct,Mobile,75,07/06/2024,,,,
2096,Trener/Animator,entertainment,"timeClock,schedule",Poland,Europe,mobile,Mobile,40,07/06/2024,,,,
2097,Volunteer Coordinator,other,scheduling,United Kingdom,Europe,cpc-google_pmax,PC,40,07/06/2024,,,,
2098,uitzendbureau,construction,general,Netherlands,Europe,,Mobile,40,07/06/2024,09/06/2024,,,
2099,Cafe & Store Manager,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,07/06/2024,,,,
2100,floor coordinator,healthcare,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,07/06/2024,,,,
2101,Intern,events,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,07/06/2024,,,,
2102,Owner,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,07/06/2024,07/06/2024,,,
2103,Owner,foodBeverages,schedule,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,,,,
2104,LODGEMANAGER,hospitality,checklists,South Africa,Africa,cpc-google,PC,40,07/06/2024,,,,
2105,Manager,retail,scheduling,Puerto Rico,NorthAmerica,cpc-google,PC,40,07/06/2024,,,,
2106,Administration,construction,timeTracking,United States of America,NorthAmerica,cpc-google_pmax,Mobile,20,07/06/2024,,,,
2107,Manager,other,scheduling,Brazil,SouthAmerica,cpc-pmp,PC,750,07/06/2024,,,,
2108,Shift Leader,foodBeverages,schedule,United States of America,NorthAmerica,cpc-google_brand,PC,20,07/06/2024,08/06/2024,,,
2109,Director,construction,general,Australia,APAC,mobile,Mobile,20,07/06/2024,,,,
2110,Teacher,education,formsAndChecklists,United Arab Emirates,ArabStates,cpc-google,PC,40,07/06/2024,,,,
2111,OWNER,retail,checklists,United States of America,NorthAmerica,cpc-google,PC,40,07/06/2024,,,,
2112,Owner,foodBeverages,timeTracking,United States of America,NorthAmerica,cpc-google_pmax,Mobile,20,07/06/2024,,,,
2113,Director of Hospitality Operations,foodBeverages,general,United States of America,NorthAmerica,direct,PC,75,07/06/2024,,,,
2114,Manager,other,scheduling,Egypt,ArabStates,organic,Mobile,20,07/06/2024,,,,
2115,carpenter,other,general,United Arab Emirates,ArabStates,cpc-google,PC,20,07/06/2024,,,,
2116,GM,construction,general,United States of America,NorthAmerica,cpc-google,PC,40,07/06/2024,07/06/2024,,,
2117,Restaurateur,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,40,07/06/2024,,,,
2118,Consultant,npo,timeClock,United States of America,NorthAmerica,cpc-google,PC,20,07/06/2024,07/06/2024,11/06/2024,,
2119,Sales Supervisor,other,general,United Arab Emirates,ArabStates,cpc-google,PC,350,07/06/2024,,,,
2120,Assistant Director of Recruitment,education,scheduling,United States of America,NorthAmerica,cpc-google,PC,40,07/06/2024,07/06/2024,,,
2121,Technical Director,construction,checklists,Greece,Europe,cpc-google,PC,"3,000",07/06/2024,07/06/2024,,,
2122,,construction,scheduling,United States of America,NorthAmerica,cpc-google,Mobile,"3,000",07/06/2024,,,,
2123,Director of Operations,healthcare,general,United States of America,NorthAmerica,cpc-google,PC,40,07/06/2024,07/06/2024,11/06/2024,,
2124,ADOS,security,general,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,,,22/06/2024,420
2125,Owner,fitness,scheduling,United States of America,NorthAmerica,cpc-google,PC,40,07/06/2024,07/06/2024,11/06/2024,12/06/2024,"1,128"
2126,Team Leader,realEstate,scheduling,United Kingdom,Europe,cpc-Bingpaid,PC,20,07/06/2024,,,,
2127,Scheduler,healthcare,scheduling,United States of America,NorthAmerica,cpc-google_pmax,Mobile,20,07/06/2024,,,,
2128,Office Manager,education,timeTracking,South Africa,Africa,cpc-google,PC,40,07/06/2024,,,,
2129,Camp Director,other,timeTracking,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,07/06/2024,,,,
2130,Manager,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,,,,
2131,Program Superintendent,hospitality,scheduling,United States of America,NorthAmerica,cpc-google,Mobile,75,07/06/2024,07/06/2024,,,
2132,General manager,manufacturing,timeTracking,United Arab Emirates,ArabStates,cpc-google,Mobile,75,07/06/2024,,,,
2133,Conor,construction,general,United Kingdom,Europe,cpc-google,PC,20,07/06/2024,,,,
2134,Director of Admissions,healthcare,general,United States of America,NorthAmerica,cpc-google,PC,40,07/06/2024,11/06/2024,,,
2135,Payroll Admin,construction,timeTracking,United States of America,NorthAmerica,cpc-google_pmax,PC,150,07/06/2024,19/06/2024,20/06/2024,,
2136,Night Manager,hospitality,scheduling,United States of America,NorthAmerica,cpc-google,Mobile,20,07/06/2024,,,,
2137,Roadshow manager,retail,general,Singapore,APAC,cpc-google,Mobile,40,07/06/2024,,,,
2138,OWNER,foodBeverages,checklists,Spain,Europe,cpc-google,PC,20,07/06/2024,07/06/2024,,21/06/2024,708
2139,Tutors,education,scheduling,Hong Kong,APAC,cpc-google,PC,20,07/06/2024,,,,
2140,scheduling coordinator,healthcare,scheduling,Canada,NorthAmerica,cpc-google,Mobile,150,07/06/2024,,,,
2141,Executive chef,foodBeverages,general,India,APAC,mobile,PC,20,07/06/2024,,,,
2142,Owner,beautySpa,general,United States of America,NorthAmerica,mobile,Mobile,40,07/06/2024,,11/06/2024,11/06/2024,709.8
2143,Security,security,general,United States of America,NorthAmerica,mobile,Mobile,40,07/06/2024,,,,
2144,HR & Office Manager,npo,general,United States of America,NorthAmerica,cpc-pmp,Tablet,20,07/06/2024,,,,
2145,President,cleaning,schedule,United States of America,NorthAmerica,organic,PC,20,07/06/2024,,,,
2146,Administrator,healthcare,timeTracking,United States of America,NorthAmerica,cpc-google,PC,75,07/06/2024,07/06/2024,,,
2147,Manager,foodBeverages,scheduling,Portugal,Europe,cpc-pmp,PC,20,07/06/2024,07/06/2024,,,
2148,Assistant Manager,foodBeverages,general,United States of America,NorthAmerica,cpc-google,Mobile,40,07/06/2024,07/06/2024,,,
2149,GSRP,education,general,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,17/06/2024,,,
2150,Chief of Staff,other,taskManagement,United States of America,NorthAmerica,cpc-pmp,PC,20,07/06/2024,,,,
2151,COO,foodBeverages,checklists,Philippines,APAC,cpc-google,PC,350,07/06/2024,,,,
2152,Owner,foodBeverages,general,United States of America,NorthAmerica,cpc-google,Mobile,20,07/06/2024,09/06/2024,,,
2153,TO,retail,general,India,APAC,mobile,Mobile,20,07/06/2024,,,,
2154,Director,construction,taskManagement,United Kingdom,Europe,cpc-google,PC,75,07/06/2024,,,,
2155,Assistant,foodBeverages,general,United States of America,NorthAmerica,cpc-google,Mobile,20,07/06/2024,,,,
2156,Cna,hospitality,"timeClock,schedule",United States of America,NorthAmerica,mobile,Mobile,40,07/06/2024,,,,
2157,Director,construction,general,South Africa,Africa,mobile,Mobile,20,07/06/2024,,,,
2158,FP&A Manager,other,checklists,New Zealand,APAC,cpc-google,PC,150,07/06/2024,,,,
2159,Manager,security,timeTracking,United Kingdom,Europe,cpc-Bingpaid,PC,75,07/06/2024,,,,
2160,Teacher,education,checklists,Philippines,APAC,cpc-google,PC,40,07/06/2024,,,,
2161,Admin,other,general,United States of America,NorthAmerica,cpc-google,PC,20,07/06/2024,07/06/2024,31/07/2024,31/07/2024,708
2162,Manager,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,,,,
2163,Project Manager,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-google,PC,75,07/06/2024,,,,
2164,Director of Nursing,healthcare,scheduling,United States of America,NorthAmerica,cpc-google,PC,75,07/06/2024,,,,
2165,Accountant,education,taskManagement,Zimbabwe,Africa,insite,Mobile,40,07/06/2024,,,,
2166,CEO,beautySpa,general,Canada,NorthAmerica,cpc-google_brand,PC,20,07/06/2024,07/06/2024,12/06/2024,12/06/2024,"2,856"
2167,Assistant Manager,healthcare,general,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,,,,
2168,Owner,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,07/06/2024,,,
2169,Employee,foodBeverages,scheduling,Netherlands,Europe,cpc-google,PC,40,07/06/2024,07/06/2024,,,
2170,Human Resources Coordinator,healthcare,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,150,07/06/2024,,,,
2171,CEO,religious,scheduling,Singapore,APAC,cpc-Bingpaid,PC,20,07/06/2024,07/06/2024,,,
2172,Owner,other,general,United States of America,NorthAmerica,organic,PC,40,07/06/2024,07/06/2024,10/06/2024,12/07/2024,"1,428"
2173,GENERAL MANAGER,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,,,,
2174,CEO,fitness,general,United States of America,NorthAmerica,cpc-google,Mobile,20,07/06/2024,13/06/2024,,,
2175,Director of operations,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,,,,
2176,manager,retail,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,07/06/2024,,,,
2177,Quality Process Manager,other,general,Austria,Europe,cpc-google,PC,40,07/06/2024,07/06/2024,,,
2178,Diroctor,healthcare,general,United States of America,NorthAmerica,organic,PC,20,07/06/2024,07/06/2024,,07/06/2024,420
2179,Manager,construction,scheduling,United Kingdom,Europe,cpc-google_pmax,PC,20,07/06/2024,08/06/2024,,20/06/2024,708
2180,HR,staffing,timeClock,United States of America,NorthAmerica,direct,PC,20,07/06/2024,,,,
2181,Digitalisation,construction,checklists,Singapore,APAC,cpc-google,PC,75,07/06/2024,,,,
2182,Operations EA,manufacturing,timeOff,Australia,APAC,cpc-Bingpaid,PC,40,07/06/2024,,,,
2183,Executive Assistant,other,scheduling,United States of America,NorthAmerica,cpc-google_pmax,PC,20,07/06/2024,07/06/2024,,,
2184,Owner,fitness,general,United States of America,NorthAmerica,direct,PC,20,07/06/2024,,,,
2185,Administrative Manager,healthcare,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,07/06/2024,,,,
2186,SH,education,general,Philippines,APAC,cpc-google,PC,40,07/06/2024,,,,
2187,Lead BHT,healthcare,schedule,United States of America,NorthAmerica,direct,PC,20,07/06/2024,17/06/2024,,,
2188,COO,other,checklists,United Kingdom,Europe,cpc-google,PC,20,07/06/2024,,,,
2189,manager,other,scheduling,Canada,NorthAmerica,cpc-google,PC,20,07/06/2024,,,,
2190,cashier,retail,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,07/06/2024,,,,
2191,Operations Manager,security,general,Nigeria,Africa,mobile,Mobile,"3,000",07/06/2024,07/06/2024,,,
2192,Instructor,education,timeTracking,United States of America,NorthAmerica,cpc-google,PC,150,07/06/2024,,,,
2193,PC,staffing,scheduling,United States of America,NorthAmerica,cpc-google,PC,40,07/06/2024,07/06/2024,,,
2194,COO,construction,general,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,07/06/2024,07/06/2024,,,
2195,Owner,foodBeverages,schedule,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,07/06/2024,,,
2196,Regional Manager,transportation,general,United States of America,NorthAmerica,mobile,Mobile,40,07/06/2024,10/06/2024,21/06/2024,24/06/2024,"2,448"
2197,General Manager,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-mvf,Mobile,40,07/06/2024,,,21/06/2024,420
2198,marketing director,construction,timeTracking,United States of America,NorthAmerica,cpc-google_pmax,PC,20,07/06/2024,,,,
2199,Service Foreman,construction,scheduling,Canada,NorthAmerica,cpc-google_pmax,PC,20,07/06/2024,07/06/2024,,,
2200,Owner,staffing,communication,United States of America,NorthAmerica,cpc-google_pmax,Mobile,"3,000",07/06/2024,,,,
2201,Senior Financial Accountant,construction,"timeClock,schedule",Australia,APAC,direct,PC,75,07/06/2024,,03/06/2024,07/06/2024,"1,908"
2202,Director,entertainment,general,New Zealand,APAC,cpc-google_brand,PC,20,07/06/2024,07/06/2024,,20/06/2024,"1,176"
2203,Mobilization Coordinator,religious,checklists,Philippines,APAC,cpc-google,PC,350,07/06/2024,,,,
2204,Center Operations Supervisor,other,scheduling,United States of America,NorthAmerica,cpc-google_pmax,PC,20,07/06/2024,,,,
2205,"Supervisor, Community Programs - Recreation and Inclusion",other,scheduling,Canada,NorthAmerica,cpc-google_pmax,PC,75,07/06/2024,07/06/2024,,,
2206,Head of operations & HR,foodBeverages,checklists,United Kingdom,Europe,cpc-google,PC,20,07/06/2024,11/06/2024,,23/06/2024,"1,224"
2207,Chargé de projet,governmental,scheduling,France,Europe,cpc-google,PC,"3,000",07/06/2024,,,,
2208,Director of Sales,realEstate,timeClock,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,07/06/2024,,,
2209,Site Coordinator,education,general,United States of America,NorthAmerica,organic,PC,20,07/06/2024,07/06/2024,,21/06/2024,420
2210,Shift Supervisor,foodBeverages,scheduling,United States of America,NorthAmerica,direct,PC,150,07/06/2024,07/06/2024,,,
2211,Medical assistant,healthcare,general,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,18/06/2024,,,
2212,VP,construction,checklists,United States of America,NorthAmerica,cpc-google,PC,40,07/06/2024,07/06/2024,,,
2213,Operating Partner,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,,,,
2214,Owner,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,07/06/2024,,07/06/2024,348
2215,Director,education,schedule,United States of America,NorthAmerica,direct,Mobile,20,07/06/2024,,,,
2216,Clinic Supervisor,healthcare,scheduling,United States of America,NorthAmerica,cpc-pmp,PC,350,07/06/2024,,,,
2217,Director of Operations and Finance,other,checklists,United States of America,NorthAmerica,organic,PC,40,07/06/2024,,,,
2218,Assistant Manager,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,07/06/2024,,,,
2219,Owner,other,timeTracking,United States of America,NorthAmerica,cpc-google_pmax,PC,20,07/06/2024,,,,
2220,Sales & Marketing Director,healthcare,general,United States of America,NorthAmerica,mobile,Mobile,40,07/06/2024,10/06/2024,,21/06/2024,708
2221,Founder & President,security,general,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,,,,
2222,RCC,healthcare,scheduling,United States of America,NorthAmerica,cpc-google,Mobile,20,07/06/2024,,,,
2223,Security,security,general,United States of America,NorthAmerica,mobile,Mobile,150,07/06/2024,,,,
2224,Office manager,other,scheduling,Netherlands,Europe,cpc-google,PC,20,07/06/2024,,,,
2225,Director,education,scheduling,United States of America,NorthAmerica,cpc-google,PC,40,07/06/2024,07/06/2024,14/06/2024,14/06/2024,"2,577.60"
2226,Tl,retail,general,India,APAC,mobile,Mobile,20,07/06/2024,,,,
2227,Director People and Talent,healthcare,scheduling,Canada,NorthAmerica,cpc-google,PC,20,07/06/2024,,,,
2228,Manager,foodBeverages,general,United States of America,NorthAmerica,cpc-google,PC,20,07/06/2024,07/06/2024,,,
2229,General Manager,hospitality,schedule,United States of America,NorthAmerica,cpc-google,Mobile,20,07/06/2024,07/06/2024,,,
2230,Controller,other,general,United States of America,NorthAmerica,organic,PC,75,07/06/2024,07/06/2024,10/06/2024,11/06/2024,"3,636"
2231,Wireman,fieldServices,timeClock,United States of America,NorthAmerica,mobile,Mobile,40,07/06/2024,,,,
2232,Test Man,npo,general,United States of America,NorthAmerica,uncategorized,PC,75,07/06/2024,,,,
2233,Owner,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,07/06/2024,10/06/2024,15/06/2024,420
2234,President,npo,general,United States of America,NorthAmerica,organic,PC,20,07/06/2024,07/06/2024,,12/06/2024,348
2235,Security officer,security,general,New Zealand,APAC,,Mobile,20,07/06/2024,,,,
2236,Büroleitung,entertainment,general,Germany,Europe,mobile,Mobile,20,07/06/2024,07/06/2024,,,
2237,HHA,healthcare,general,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,,,,
2238,Program Manager,npo,timeTracking,Eswatini,Africa,cpc-google,PC,40,07/06/2024,,,,
2239,Employe,manufacturing,general,Croatia,Europe,mobile,Mobile,20,07/06/2024,,,,
2240,الموارد البشرية,construction,general,Saudi Arabia,ArabStates,cpc-google,PC,350,07/06/2024,07/06/2024,,,
2241,Crew Member,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,,,,
2242,Testing,cleaning,formsAndChecklists,Canada,NorthAmerica,mobile,Mobile,20,07/06/2024,,,,
2243,student,education,scheduling,Romania,Europe,cpc-google,PC,20,07/06/2024,,,,
2244,Chief Medical Officer,healthcare,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,07/06/2024,,,,
2245,IT,healthcare,chatAndUpdates,United States of America,NorthAmerica,mobile,Mobile,350,07/06/2024,07/06/2024,,,
2246,Scheduling,healthcare,schedule,United States of America,NorthAmerica,cpc-google_brand,PC,20,07/06/2024,07/06/2024,,,
2247,Security guard,security,general,Canada,NorthAmerica,direct,Mobile,350,07/06/2024,,,,
2248,mng,retail,general,Bulgaria,Europe,cpc-google,PC,75,07/06/2024,,,,
2249,Operations Manager,transportation,scheduling,United States of America,NorthAmerica,cpc-google_brand,PC,20,07/06/2024,,,,
2250,Warehouse,manufacturing,schedule,Netherlands,Europe,cpc-pmp,PC,75,07/06/2024,,,,
2251,IT Support Engineer,construction,checklists,South Africa,Africa,cpc-google,PC,"3,000",07/06/2024,,13/06/2024,,
2252,HR ADMINISTRATION AND PAYROLL OFFICER,education,trainingAndOnboarding,India,APAC,direct,PC,750,07/06/2024,,,,
2253,Operations,healthcare,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,07/06/2024,,,,
